title,rating,genre,cleaned_tokens
How Funny Can Sex Be?,55.0,'Comedy',funny sex anthology film love sex marriage contemporary miss italy
Babe,62.0,"'Fantasy', 'Drama', 'Comedy', 'Family'",babe little pig doesn't quite know place world bunch odd friend like ferdinand duck think rooster fly dog call mum babe realise make become great sheep pig time farmer hogged know help sheep dog babe learn pig anything want
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,61.0,"'Science Fiction', 'Adventure', 'Action', 'Comedy', 'Family'",turtle shredder battle time last canister ooze create turtle shredder want create army new mutant
Diamonds Are Forever,64.0,"'Adventure', 'Action', 'Thriller'",diamond steal sell international market jam bond infiltrate smuggle mission find whos guilty mission take la vega bond meet archenemy blowed
Vampires Suck,42.0,'Comedy',becca anxious teen tear two boy choose becca must get around control father embarrass becca treat like child meanwhile becca friend contend romantic issue collide prom
The Road,70.0,"'Adventure', 'Drama'",father son walk alone burn america nothing move ravage landscape save ash wind water cold enough crack stone snow fall gray sky dark destination warmer south although dont know anything await
Chaos,63.0,"'Drama', 'Action', 'Crime'",seattle detective quentin conners unfairly suspend partner jason york leave police force tragic shoot pearl street bridge hostage criminal die bank heist hostage situation conners assign charge operation rookie shane decker partner thieve lead lorenzo apparently steal penny bank chase gangster police team disclose plant virus system steal one billion dollar different account use principle chaos theory find lorenzo kill accomplice
The Marine 3: Homefront,63.0,'Action',marine must whatever take save kidnap sister stop terrorist attack mastermind radical militia group
Gurren Lagann the Movie: The Lights in the Sky Are Stars,80.0,"'Action', 'Science Fiction', 'Animation', 'Adventure'",seven year defeat spiral king simon brigade must set vastness space defeat new threat save universe
Jimmy Neutron: Boy Genius,59.0,"'Family', 'Action', 'Adventure', 'Animation', 'Comedy', 'Science Fiction'",jimmy neutron boy genius way ahead friends come cool he little behind one day parent parent earth kidnap alien lead child world rescue parent
Man of Tai Chi,60.0,"'Action', 'Drama'",beijing young martial artist skill place position experience opportunity sacrifice
Brotherhood of the Wolf,67.0,"'Adventure', 'Horror', 'Action', 'History'",the century france chevalier de frontal native american friend mani send king province investigate kill hundred mysterious beast
Flower,65.0,"'Comedy', 'Drama'",rebellious erica yearly firecracker live single mom laurie moms new boyfriend bob las san fernando valley bob mentally unbalance son luke arrive rehab live family erica find domestic personal life overwhelm luke sidekick kala claudine tow erica act expose high school teacher dark secret
Zapped!,53.0,'Comedy',peyton barney fun love high school student work science project white mouse one mouse begin move food toward touch barney find accident discover formula telekinetic power much trouble high school boy move thing mind get
Vehicle 19,53.0,"'Thriller', 'Action'",parolee become target massive police manhunt inadvertently pick rental car female whistleblower tie trunk police attempt silence woman testify city rampant corruption econ regain freedom must defend life clear name
Surrogates,61.0,"'Science Fiction', 'Action', 'Thriller'",set futuristic world human live isolation interact surrogate robot cop force leave home first time year order investigate murder others surrogate
Pooh's Heffalump Movie,68.0,"'Family', 'Animation', 'Comedy', 'Fantasy'",exactly lovable resident hundred acre wood winnie pooh rabbit tigger eeyore manga rest pack embark journey discovery search elusive always case unusual road trip open eye much creature there seek
Company of Heroes,53.0,"'Action', 'Drama', 'War'",american soldier lose behind enemy line wait make horrific discovery hitler super bomb development odds set find scientist charge program look defect
Bros,71.0,"'Comedy', 'Romance'",two emotionally unavailable men attempt relationship
Vice,71.0,"'Comedy', 'Drama'",george i bush pick dick cheney ceo co republican run mate presidential election stranger politics cheney impressive sum include stint white house chief staff house minority whip defense secretary bush win narrow margin cheney begin use newfound power help reshape country world
Winnie the Pooh: Springtime with Roo,66.0,"'Adventure', 'Animation', 'Comedy', 'Drama', 'Family'",spring spring baby roo excite get explore make new friend rabbit seem preoccupy spring clean instead embrace usual role play easter bunny leave roo show rabbit love important love who charge
The Man from U.N.C.L.E.,71.0,"'Comedy', 'Action', 'Adventure'",height cold war mysterious criminal organization plan use nuclear weapon technology upset fragile balance power unite state soviet union cia agent napoleon solo kob agent ilya force put aside hostility work together stop evildoer track duos lead daughter miss german scientist must find soon prevent global catastrophe
Sex and the Emperor,37.0,"'Drama', 'Comedy', 'Romance'",qing dynasty people live forbid city emperor concubines maid eunuchs emperor li landing eunuch enter forbid city big secret one head floor wrong people find
Stagecoach,77.0,"'Western', 'Adventure', 'Action', 'Drama', 'Romance'",group people travel stagecoach find journey complicate threat geronimo learn something process
Love Don't Co$t a Thing,71.0,"'Comedy', 'Drama', 'Family', 'Romance'",high school loser cannon pay cheerleader milan pose girlfriend consider cool remake cant buy love star patrick dempsey
Artemis Fowl,56.0,"'Adventure', 'Fantasy', 'Science Fiction', 'Family', 'Action'",artemis fowl yearly genius descendant long line criminal mastermind soon find epic battle race powerful underground fairy may behind father disappearance
Cheaper by the Dozen,63.0,"'Comedy', 'Family'",baker brood move chicago patriarch tom get job coach football northwestern university force writer wife mary couple child make major adjustment transition work well work demand pull parent away home leave kid bore increasingly mischievous
Swordfish,62.0,"'Action', 'Crime', 'Thriller'",rogue agent gabriel shear determine get mitts billion stash secret drug enforcement administration account want cash fight terrorism lack computer skill necessary hack government mainframe enter stanley dobson encryption expert log anything
Sorry About the Demon,70.0,"'Horror', 'Comedy'",young man struggle break heart learn new place full restless spirit
G-Force,54.0,"'Animation', 'Family', 'Fantasy', 'Action', 'Adventure', 'Comedy'",team train secret agent animal guinea pig darwin hurley suarez blaster mole speckled fly mooch take mission u government stop evil leonard saber plan destroy world household appliance government shut sentence pet shop escape defeat villain save world
The Great Mouse Detective,70.0,"'Animation', 'Family', 'Adventure', 'Mystery'",diabolical professor ration kidnap london master haymaker brilliant master disguise basil baker street trust sidekick dawson try elude ultimate trap foil perfect crime
Away,64.0,"'Animation', 'Drama', 'Adventure', 'Fantasy'",suffer plane crash mysterious island young man embark epic journey forest desert mountain try escape shadow huge dark spirit
Run Lola Run,73.0,"'Action', 'Drama', 'Thriller'",lola receive phone call boyfriend manny lose do subway train belong bad guy minute raise amount meet manny otherwise rob store get money three different alternative may happen depend minor event along lola run
Are We There Yet?,56.0,"'Family', 'Adventure', 'Comedy', 'Romance'",fledgling romance nick playboy bachelor suzanne divorce mother two threaten particularly harrow new year eve suzanne work keep vancouver holiday nick offer bring kid city portland oregon kid never like men mom date determine turn trip nightmare nick
Animal Crackers,63.0,"'Comedy', 'Animation', 'Adventure'",family must use magical box animal cracker save rundown circus take evil uncle horatio i huntington
